ME-NEXUS_INFRA_ID,INFRA_NAME,INFRA_IS_ACTIVE,INFRA_DESCRIPTION,INFRA_PARENT_ORGANIZATION,INFRA_HAS_API,INFRA_RELEASE_DATE,INFRA_LATEST_VERSION,INFRA_LICENSE,INFRA_YEARLY_CORPORATE_PRICING,INFRA_FUNCTIONAL_TYPE,INFRA_STRUCTURAL_TYPE,INFRA_RELATED_SERVICES,INFRA_RELATED_CONTENT_TYPES
a91fb725-696f-42fe-b189-1947d644d301,Slack,True,"Team collaboration and communication platform with messaging, file sharing, and integrations",Slack Technologies,True,2013.0,SaaS Tool,"Subscription, Free",$101 – $500,CommunicationAndTeamManagement,Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
3f5d0514-82a3-43ba-8c10-9374f68677c5,Studio Binder,True,Pre-production software for film and video projects including call sheets and shot lists,StudioBinder,False,2014.0,SaaS Tool,"Subscription, Free",$101 – $500,CollaborationAndCommunication,Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted"
309f571a-a049-433f-b4a0-72e7da0f43b3,Grasshopper,True,"Grasshopper 3D is a visual programming tool for generative design, integrated with the Rhino 3D modeling software.",Robert McNeel & Associates,True,2007.0,(Part of Rhino 9),Permanent,Free,CADSoftware,Software,Design,Scripted Content
89989d93-d55b-4ad8-9e85-13b21359cab1,Lustre,False,"Autodesk Lustre is a professional color grading and finishing software for film and television, available within the Flame ecosystem.","Autodesk, Inc.",True,2003.0,2.17,"Open-Source, Free","$5,001 – $10,000",DataManagement,Software,Managed Services,Scripted Content
9e7d2dc2-7fbc-4ada-9ccc-840a8925d981,MoI 3D,True,"MoI 3D (Moment of Inspiration) is a 3D modeling software known for its precision, ease of use, and intuitive interface.",Triple Squid Software Design,False,2007.0,v6,Permanent,$101 – $500,CADSoftware,Software,Design,Promotional Content
55854217-557f-4d77-b031-3dab9119fdfc,OBS Studio,True,"OBS Studio is a free, open-source software for video recording and live streaming across multiple platforms.",lobstr,True,2012.0,32,"Open-Source, Free",Free,VideoSoftware,Software,Production Services,Scripted Content
f191e7cb-5eeb-4c2f-a00f-329b8581cf28,SampleTank,True,Virtual instrument and sample library software,IK Multimedia,True,2001.0,4.5,Permanent,$101 – $500,StockMediaSoftware,Software,Sound Design,Scripted Content
6bc02d5f-aeaf-4580-85e1-3dc2353d5382,Silhouette FX,True,Advanced compositing and visual effects version of Silhouette with enhanced features,Boris FX Inc.,True,2004.0,2025.5,Subscription,"$501 – $1,000",VideoSoftware,Software,Compositing,"Scripted Content, Promotional Content, Unscripted, Social, Location-Based Content"
51ed76e6-c84e-46f1-984f-b16302360890,TubeBuddy,True,YouTube channel management and optimization tools,TubeBuddy LLC,True,2014.0,SaaS Tool,"Subscription, Free",$101 – $500,ContentMarketingSoftware,Software,Production Services,Scripted Content
745dc601-3fca-434a-b66f-d313be1fc939,Visme,True,"Online design platform for presentations, infographics, and visual content",Visme,True,2013.0,SaaS Tool,"Subscription, Free",$101 – $500,ContentMarketingSoftware,Software,"Motion Graphics, UI Design",Scripted Content
5abde21a-f490-4296-b99d-947db7b39bd5,Vectorworks,True,CAD and BIM software for design and architecture.,Nemetschek SE,True,1985.0,2026,Subscription,"$1,001 – $5,000",CADSoftware,Software,"Production Services, Design","Scripted Content, Promotional Content, Social, Unscripted, Location-Based Content"
b8435d38-38b9-4338-b2d4-844fc5546eea,Wideo,True,Online video creation platform for marketing and business,Wideo,True,2012.0,SaaS Tool,"Subscription, Free",$101 – $500,"ContentMarketingSoftware, VideoSoftware",Software,Editorial,Scripted Content
37ce2e13-5c99-4765-ac5b-d5c54a125697,iClone,True,3D character animation software for real-time animation and rendering,Reallusion Inc.,True,2005.0,9,Permanent,"$501 – $1,000",3DDesignSoftware,Software,Animation,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
bb580a7d-35b9-44a9-9293-63a500f5da04,vidIQ,True,YouTube analytics and optimization platform,VidIQ,True,2013.0,SaaS Tool,"Subscription, Free",$101 – $500,ContentMarketingSoftware,Software,Production Services,Scripted Content
8acbe3dd-7096-4b4d-8ae7-4e4f3b32b1d5,iZotope RX,True,Professional audio repair and enhancement software suite,"iZotope, Inc.",True,2008.0,RX 12,Subscription,"$501 – $1,000",Audio Software,Software,Sound Design,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
ccae78b4-33b9-4f6b-aa47-b0fbde40d004,Adobe Creative Cloud Express,True,"Adobe Express is an all-in-one web and mobile design tool for creating social graphics, flyers, and simple videos.",Adobe Inc.,False,2016.0,SaaS Tool,Subscription,"$501 – $1,000","ContentMarketingSoftware, GraphicDesignSoftware",Cloud,3D Asset Creation,"Promotional Content, Social"
45af0b05-af55-4f68-8c43-7f49e0745355,Airtable,True,Airtable is a cloud-based platform that combines the functionality of a spreadsheet with a relational database for project management.,Formagrid,True,2015.0,SaaS Tool,"Subscription, Free",$101 – $500,CollaborationAndCommunication,Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
d82161fb-dd74-4fe7-a7ed-6e5c012bdb48,Altair HyperWorks,True,Altair HyperWorks is a simulation-driven design and computer-aided engineering (CAE) platform for product development.,Altair,True,1990.0,2025,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
36bd4b58-2224-420f-a1bd-2efbbe6c6867,Avid Nexis,True,Avid Nexis is a software-defined shared storage system optimized for media production and post-production workflows.,"Avid Technology, Inc.",True,2016.0,2025.x System Software,Permanent,"$5,001 – $10,000",DataManagement,"Software, Physical, Cloud, Network",Design,"Scripted Content, Promotional Content, Social, Unscripted, Location-Based Content"
3f036bba-5f9f-49d8-ad41-0b5b2a4d236b,DaVinci Fusion,True,Fusion is the integrated compositing and visual effects software included within DaVinci Resolve for motion graphics and VFX.,Blackmagic Design Pty. Ltd.,True,1996.0,20,"Consumption, Free",$101 – $500,VideoSoftware,Software,"Compositing, Motion Graphics","Scripted Content, Promotional Content, Social, Unscripted"
4959c8b8-1edb-4ccb-9b82-7cf71f0defb5,Hypar,True,Hypar is a cloud-based architectural design platform that uses generative design for building design automation.,Hypar,True,2018.0,SaaS Tool,"Subscription, Free",$101 – $500,CADSoftware,Software,Generative AI,Scripted Content
f072340b-07e4-4888-ba2e-33e60544628d,IBM Cloud,True,"IBM Cloud is an enterprise cloud computing platform offering a suite of services including AI, data analytics, and security.","IBM, Inc.",True,2011.0,SaaS Tool,"Subscription, Free",Consumption,CloudPlatform,Cloud,Managed Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
b21cc738-235a-4198-8bb5-4cc7f484e703,ProductionHQ,True,ProductionHQ is a production management software template system for organizing and tracking film and video projects.,Unknown,False,1999.0,SaaS Tool,"Subscription, Free",$101 – $500,CommunicationAndTeamManagement,Software,Production Services,Scripted Content
02f93d11-97a8-47bb-940f-64600e99f19c,Adobe Illustrator,True,"Adobe Illustrator is an industry-standard vector graphics software for creating scalable artwork, logos, and illustrations.",Adobe Inc.,True,1987.0,2025 (v30.x),Subscription,"$501 – $1,000",GraphicDesignSoftware,Software,"3D Asset Creation, Communication, Concept Development, Game Development, Social & Communication, UI Design","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
fc74003f-d166-459b-b1a3-6706e5cc7690,Adobe Media Encoder,True,Adobe Media Encoder is a video encoding application for rendering and exporting video and audio files into various formats.,Adobe Inc.,True,2003.0,2025 (v25.x),Subscription,"$501 – $1,000",VideoSoftware,Software,Editorial,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
887ad586-d989-4d42-8288-f2fcade15cc9,Final Cut Pro,True,"Apple Final Cut Pro is a professional non-linear video editing software for macOS, featuring advanced editing, color grading, and audio tools.",Apple Inc.,True,1999.0,11,Consumption,≤ $100,VideoSoftware,Software,Editorial,"Scripted Content, Promotional Content, Social, Unscripted, Reality"
30e61b01-b9a3-42fb-a5bc-98caa299fff1,Artlist,True,"Artlist is a licensing platform offering royalty-free stock footage, music, and sound effects for content creators and filmmakers.",Artlist,False,2015.0,SaaS Tool,Subscription,$101 – $500,StockMediaSoftware,Software,Production Services,Scripted Content
680d2749-e286-409f-98df-b2f8bc02f2a8,Daz Studio,True,"Daz Studio is a 3D figure modeling and animation software used for creating digital art, illustrations, and animations.","Daz Productions, Inc.",True,2005.0,4.25,"Permanent, Free",$101 – $500,3DDesignSoftware,Software,"Animation, 3D Asset Creation","Scripted Content, Video Game, Promotional Content, Unscripted"
e44a2171-57d8-4b4a-89d0-8d68e965e5a4,EditShare,True,EditShare is a collaborative video editing and media asset management platform for broadcast and post-production workflows.,"EditShare, LLC",True,2003.0,EFS 2025,Permanent,"$5,001 – $10,000",DataManagement,"Software, Physical","Production Services, Editorial","Scripted Content, Promotional Content, Social, Unscripted"
c4e3f384-eb16-462c-92a3-73c74fb12293,Enscape,True,Enscape is a real-time rendering and virtual reality plugin for architectural design and visualization software.,Enscape GmbH,False,2015.0,4.5,Subscription,"$501 – $1,000","3DDesignSoftware, CADSoftware",Software,Design,Promotional Content
1f78ad05-62e8-4427-95a9-cdd833a1b746,Final Draft,True,Final Draft is the industry-standard screenwriting software used for writing and formatting scripts for film and television.,"Final Draft, Inc.",False,1991.0,14,Permanent,≤ $100,Scriptwriting Software,Software,Scripting,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
e58d4495-b732-45c9-96fd-41dbc66b616c,Gorilla Scheduling,True,Gorilla Scheduling is a film and television production scheduling and budgeting software for producers and production managers.,Jungle Software,True,2002.0,7,Subscription,$101 – $500,CommunicationAndTeamManagement,Software,Production Services,"Scripted Content, Promotional Content"
fa1d941a-0886-46a2-8363-4b52d01fd0f4,KeyShot 2,False,"KeyShot 2 was a legacy version of the KeyShot 3D rendering software, now discontinued and no longer supported.","Luxion, Inc.",True,2010.0,2.3 (Final Version),Permanent,"$1,001 – $5,000",3DDesignSoftware,Software,Rendering,Promotional Content
f11a97f9-df6a-4383-a13c-ddd00219da44,Motion Builder,True,Autodesk MotionBuilder is a professional 3D character animation software used for motion capture data editing and real-time animation.,"Autodesk, Inc.",True,1995.0,2026,Subscription,"$1,001 – $5,000",3DDesignSoftware,Software,"Animation, Virtual Production","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
9d9aed6d-0f1b-4c28-9ca4-730ed6d0b859,Pollination,True,"Pollination is a cloud platform for building performance simulation and analysis, integrated with environmental design tools.",Ladybug Tools,True,2019.0,SaaS Tool,Subscription,$101 – $500,CADSoftware,Software,Design,"Promotional Content, Social"
18e8c26a-9cca-4a0b-8af9-6727795b8d7a,Siemens NX,True,"Integrated CAD, CAM, and CAE software.",Siemens Digital Industries Software (Siemens AG),True,1973.0,NX 2506,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
acba8cd2-844b-4526-b311-f0be10307b3a,Trimble Connect,True,Cloud-based collaboration platform for construction and engineering projects,Trimble Inc.,True,2014.0,SaaS Tool,"Subscription, Free",$101 – $500,CADSoftware,Software,Design,Scripted Content
2f00dca9-ce70-4189-bbb3-2eeacd13594a,Baselight,True,FilmLight Baselight is a professional color correction and finishing system for film and television post-production.,FilmLight Limited,True,2004.0,7,Subscription,"$5,001 – $10,000",VideoSoftware,Software,Production Services,"Scripted Content, Promotional Content, Unscripted, Location-Based Content"
64aac646-bad1-42c2-8e7f-85c61e08ef65,Google Trends,True,Google Trends is a tool for analyzing the popularity of search queries in Google Search across various regions and languages.,Google LLC (Alphabet Inc.),True,2006.0,SaaS Tool,Subscription,Free,ContentMarketingSoftware,Cloud,Creative Research,"Promotional Content, Social"
b8d9dc6e-7320-45dd-a6a9-13171d59fb76,Manta,True,IBM Manta Data Lineage is a data lineage platform that provides visibility into data flows across complex systems.,University of Utah,True,2011.0,1.5,"Open-Source, Free","$10,001+",SoftwareDeveloperKit,Software,FX-Simulation,"Promotional Content, Video Game"
3406d56f-2140-4393-a41b-bf6254c17c8e,Marmoset,True,Marmoset Toolbag is a real-time rendering and texture baking software used by game developers and 3D artists.,Marmoset LLC,True,2010.0,5,Subscription,$101 – $500,3DDesignSoftware,Software,Rendering,Video Game
c5d6f0cf-a1f3-4cfb-9f13-94a3486044a8,Megascans,True,"Quixel Megascans is a large library of high-quality 3D surface scans, textures, and assets for use in digital environments.","Epic Games, Inc.",True,2015.0,SaaS Tool,"Subscription, Free",Free,StockMediaSoftware,Software,3D Asset Creation,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
a99b55c9-de45-4ec0-bea9-309a027d9d85,OneDrive,True,"Microsoft OneDrive is a cloud storage service that allows users to store and synchronize files across devices, integrated with Microsoft 365.",Microsoft Corporation,True,2007.0,SaaS Tool,"Subscription, Free",Consumption,"DataManagement, CommunicationAndTeamManagement",Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
e8a630f2-c18c-47eb-a78a-ca0a73e75fbe,Scrivener,True,Writing and project management software for long-form content.,Literature & Latte,False,2007.0,3.5,Permanent,≤ $100,Scriptwriting Software,Software,Scripting,"Scripted Content, Video Game, Promotional Content, Social"
c77085ca-3d35-4d46-9b09-273631669faa,TouchDesigner,True,Visual development platform for interactive media.,Derivative Inc.,True,2008.0,2025.x,"Subscription, Free","$501 – $1,000",GameEngine,Software,"Motion Graphics, Extended Reality","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
7102afc2-075b-4d8b-abf9-fa6dc63aa7fe,Vegas Pro,True,Professional video editing software,Magix Software,True,1999.0,23,Subscription,$101 – $500,VideoSoftware,Software,Editorial,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
a99fa809-c350-4015-876f-9b1e27ca6188,Visual Studio Code,True,Free source code editor with extensions and debugging support,Microsoft Corporation,True,2015.0,1.99,Subscription,$101 – $500,"GameDevelopmentSoftware, SoftwareDeveloperKit",Software,"Managed Services, Production Services, Game Development","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
29313d01-1627-4bd1-b814-c6cf416234bb,Vitrina,True,AI-powered video personalization and analytics platform,VDO VITRINA INC.,True,2019.0,SaaS Tool,Subscription,$101 – $500,CollaborationAndCommunication,Cloud,Production Services,Scripted Content
8dbf4dad-e678-4122-bda6-2dc2587865e0,SAP Cloud,True,Enterprise cloud solutions for business processes.,SAP SE,True,2012.0,SaaS Tool,Consumption,Consumption,CloudPlatform,Cloud,Managed Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
bc5583ff-a44f-406d-8318-1c87d517df5d,Steinberg Nuendo,True,"Advanced DAW for film, TV, and game audio post-production.",Steinberg Media,True,2000.0,14,Permanent,"$1,001 – $5,000",Audio Software,Software,Sound Design,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
6e7e6ca0-fa8e-4292-8f83-d8a08f6ea7fe,WhatsApp,True,Instant messaging application for mobile and desktop,"Meta Platforms, Inc.",True,2009.0,SaaS Tool,Free,Free,CommunicationAndTeamManagement,Software,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
531bd9c1-fe20-4b8e-90d5-985a1721e2ca,World Machine,True,Procedural terrain generation software.,World Machine Software LLC,True,2004.0,4020,Permanent,$101 – $500,"3DDesignSoftware, GameDevelopmentSoftware",Software,"Concept Development, 3D Asset Creation, Game Development, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
91ce1f0d-a61f-4361-a45b-94f89572f2c5,ZBrush,True,Industry-standard digital sculpting and painting software,Maxon Computer GmbH,True,1999.0,2026,Subscription,"$501 – $1,000",3DDesignSoftware,Software,"3D Asset Creation, Concept Development","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
af3c56b6-41ee-406f-a437-3f0b086a5480,ePaper,True,Digital publishing platform for creating interactive digital magazines and publications,Pressmart,False,1997.0,N/A (Technology),Permanent,Consumption,Display,Software,Production Services,Scripted Content
4ea34bec-5285-4bc2-a814-9f8ddcf59825,iZotope,True,Audio processing software and plugins for music production and post-production,"iZotope, Inc.",True,2001.0,Music Production Suite 7,Subscription,$101 – $500,Audio Software,Software,Sound Design,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
9e66feaf-5d85-4d81-bb74-077d22121716,Adobe After Effects,True,"Adobe After Effects is an industry-standard motion graphics and visual effects software for film, TV, video, and web.",Adobe Inc.,True,1993.0,2025 (v25.x),Subscription,"$501 – $1,000",VideoSoftware,Software,"Animation, Compositing, Concept Development, Visual Effects, Game Development, Generative AI, Matchmove, Motion Graphics, Production Services","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
78895953-3754-4446-bf1e-1d187df6da27,Alibaba Cloud,True,"Alibaba Cloud is a global cloud computing platform offering a comprehensive suite of IaaS, PaaS, and SaaS solutions.",Alibaba,True,2009.0,SaaS Tool,Consumption,Consumption,CloudPlatform,Cloud,Managed Services,Scripted Content
55f9b3df-4cf5-4664-a02c-11f6e46258e0,Amazon EC2,True,Amazon Elastic Compute Cloud (EC2) is a cloud computing service that provides resizable virtual servers within the AWS infrastructure.,"Amazon Web Services, Inc.",True,2006.0,SaaS Tool,Subscription,Consumption,CloudPlatform,Cloud,Managed Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Reality, Location-Based Content"
7cb4b492-f6db-4e7f-b4fe-b4123fc38c3f,Apple Logic Pro,True,"Apple Logic Pro is a professional digital audio workstation (DAW) used for music production, editing, and mixing on macOS.",Apple Inc.,True,1993.0,11,Permanent,≤ $100,VideoSoftware,Software,Sound Design,"Scripted Content, Promotional Content, Social, Unscripted, Reality"
a6f46597-a32a-4eb3-9e16-a00aaca7542c,Apple Motion,True,"Apple Motion is a motion graphics and visual effects application designed for creating cinematic 2D and 3D titles, transitions, and effects.",Apple Inc.,True,2004.0,5.9,Permanent,≤ $100,VideoSoftware,Software,Motion Graphics,"Scripted Content, Promotional Content, Social, Unscripted, Reality"
86fe2e2d-e24e-47e0-a199-7a0c23d4de34,Bentley ProjectWise,True,Bentley ProjectWise is a collaboration and information management software for the design and construction of infrastructure projects.,"Bentley Systems, Incorporated",True,1998.0,CONNECT Edition 2025,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
8259c886-a158-4244-9217-210db904b188,Buffer,True,"Buffer is a social media management platform used for scheduling, publishing, and analyzing social media content.",Buffer,True,2010.0,SaaS Tool,"Subscription, Free",$101 – $500,ContentMarketingSoftware,Software,Production Services,Scripted Content
232c329e-4537-48e6-9664-15edc519ad9b,Mantra,True,"Mantra is the built-in rendering engine for Houdini, used for creating photorealistic images and animations.",Side Effects Software Inc.,True,1996.0,21,Subscription,Free,3DDesignSoftware,Software,Rendering,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
a1a0da06-fdb9-433d-a9ca-895375d4149b,NoteTabs,True,"NoteTab is a text and HTML editor for Windows, known for its scripting capabilities and text processing features.",Tony L. Trinh (open-source project),True,1998.0,8.2,"Permanent, Free",≤ $100,EditorialSoftware,Software,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
a35b058f-4f48-48fe-aace-de206c74d672,Corona Renderer,True,"Chaos Corona is a photorealistic ray-tracing renderer for 3ds Max and Cinema 4D, widely used in architectural visualization.",Chaos Software LTD EOOD,True,2015.0,12,Subscription,$101 – $500,3DDesignSoftware,Software,Rendering,"Promotional Content, Location-Based Content"
da5a45ee-f1f4-453a-b5ca-87902a1ed380,Final Cut,True,"Final Cut Studio was a professional suite of video production applications from Apple, discontinued in 2011.",Apple Inc.,True,1999.0,10.9,Permanent,≤ $100,VideoSoftware,Software,Editorial,"Scripted Content, Promotional Content, Social, Unscripted, Location-Based Content"
709ff0a9-71ef-40e3-9add-ed0e1fae2ef6,Frame.io,True,"Frame.io is a cloud-based video collaboration platform for review, approval, and workflow management, owned by Adobe.",Adobe Inc.,True,2015.0,SaaS Tool,"Subscription, Free","$501 – $1,000",VideoSoftware,Cloud,Creative Supervision,"Scripted Content, Promotional Content, Social, Unscripted"
b3915de0-99c6-423a-a448-01ab07519ce0,KeyShot 5,False,"KeyShot 5 was a legacy version of the KeyShot 3D rendering software, now discontinued and no longer supported.","Luxion, Inc.",True,2014.0,5.2 (Final Version),Permanent,"$501 – $1,000",3DDesignSoftware,Software,Rendering,Promotional Content
afbd9e51-5619-414c-99f6-23c7cbc8faef,Navisworks,True,"Autodesk Navisworks is a project review software for architecture, engineering, and construction that enables 3D model coordination.",Navigine,True,1997.0,2026,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
97cf84fc-6615-455f-a4d0-496c9a117867,PHP,True,"PHP is an open-source, server-side scripting language widely used for web development and creating dynamic web pages.",PHP Group,True,1995.0,8.5,"Open-Source, Free",Free,SoftwareDeveloperKit,Software,Managed Services,Scripted Content
487f512a-584c-40ce-b09d-35855d863f91,PTC Creo,True,"PTC Creo is a suite of 3D CAD software used for product design, engineering, and manufacturing.",PTC Inc.,True,2011.0,12,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
f20714d8-b343-4ca0-af22-b1de7aad4bea,Reaper,True,"Cockos Reaper is a complete digital audio production application offering multitrack audio and MIDI recording, editing, and mixing.",Cockos Inc.,True,2006.0,7.25,Permanent,≤ $100,VideoSoftware,Software,Sound Design,Scripted Content
f106c170-1ab9-413d-a44b-ca9dc998756a,RenderMan,True,Advanced 3D rendering software for film and television,Pixar,True,1989.0,27,Subscription,"$1,001 – $5,000",3DDesignSoftware,Software,Rendering,"Scripted Content, Promotional Content, Social, Unscripted, Location-Based Content"
6474a7fa-3d1b-4692-a270-e6116492bf16,Autodesk Inventor,True,Autodesk Inventor is a professional-grade 3D mechanical design and simulation software for product development and manufacturing.,"Autodesk, Inc.",True,1999.0,2026,Subscription,"$1,001 – $5,000",CADSoftware,Software,Design,Scripted Content
139b00d4-a986-4a4f-8395-32dbf480ff4c,CelAction,True,CelAction2D is a professional 2D animation software used for creating high-quality animation for television and film.,CelAction Ltd,True,2000.0,2D v6.0,Subscription,"$1,001 – $5,000",VideoSoftware,Software,Animation,"Scripted Content, Promotional Content, Unscripted, Location-Based Content"
f3caecb3-15d4-4357-afeb-6a945a8e0f2e,DaVinci Fairlight,True,Fairlight is the integrated professional digital audio mixing and post-production toolset within DaVinci Resolve.,Blackmagic Design Pty. Ltd.,True,1975.0,20,"Consumption, Free",$101 – $500,Audio Software,Software,Sound Design,"Scripted Content, Promotional Content, Social, Unscripted"
cf7b9ee4-85db-4ea1-b710-07b094d78f99,Dropbox,True,Dropbox is a cloud storage and file synchronization service that enables file sharing and collaboration across multiple devices.,Dropbox,True,2008.0,SaaS Tool,"Subscription, Free",$101 – $500,"DataManagement, CollaborationAndCommunication",Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
2d89bde7-9b3c-45eb-bbf4-b2cc96a9f067,Houdini,True,"Houdini is a 3D procedural software for creating visual effects, motion graphics, and game assets.",Side Effects Software Inc.,True,1996.0,21,"Subscription, Free",Free,3DDesignSoftware,Software,Rendering,"Scripted Content, Promotional Content, Unscripted, Location-Based Content"
856e1f74-45f2-4960-ac09-cef4d31b8a99,MSC Nastran,True,MSC Nastran is a finite element analysis (FEA) software used for structural analysis and simulation in engineering.,Hexagon AB,True,1971.0,2025,Subscription,"$10,001+",CADSoftware,Software,Design,Scripted Content
1e11369a-db90-4e6e-9c96-3b3ed2e42ca1,Modo,False,"Foundry Modo is a comprehensive 3D modeling, sculpting, painting, and rendering application for artists and designers.",The Foundry Visionmongers Ltd.,True,2004.0,19,Subscription,END_OF_LIFE,3DDesignSoftware,Software,"3D Asset Creation, Rendering","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
bc183524-cc8f-4839-983f-24746ec3ea58,PDF Expert,True,"PDF Expert is a PDF editor and reader application for macOS and iOS, used for annotating, editing, and signing PDF documents.",Readdle Inc.,True,2010.0,4,Subscription,≤ $100,CollaborationAndCommunication,Software,Production Services,Scripted Content
99c612fb-b464-4839-8f1c-9f62584744b8,Shake,False,Discontinued compositing software (legacy),Apple Inc.,False,1997.0,4.1 (Final Version),Permanent,END_OF_LIFE,VideoSoftware,Software,Compositing,Scripted Content
8e262d1b-4b73-4616-8994-0a69158b0892,ShotPut Pro,True,"Professional media offloading software for video, audio, and photo files with verified copy and checksum verification",Imagine Products,False,2006.0,2025.x,Permanent,$101 – $500,CollaborationAndCommunication,Software,Production Services,"Scripted Content, Promotional Content"
0f464891-8961-4b91-ba60-c4d4cd0fcdf3,Silverlight,False,Discontinued web application framework,Microsoft Corporation,False,2007.0,5.1 (Final Version),Free,END_OF_LIFE,SoftwareDeveloperKit,Software,Managed Services,Scripted Content
2b4bc96d-e8d3-44d3-9d5f-4f0256824031,SketchUp,True,"3D modeling software for architecture, interior design, and engineering",Trimble Inc.,True,2000.0,2025,"Subscription, Free",$101 – $500,"3DDesignSoftware, CADSoftware",Software,"Design, Concept Development","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
e16acf99-9d51-4d2f-b10c-bc1afa27d7bd,Twinmotion,True,Real-time 3D immersion software for architecture and construction,"Epic Games, Inc.",True,2005.0,2025.2,"Subscription, Free",Free,CADSoftware,Software,Design,Promotional Content
8542a826-f0f7-4b8d-a6b7-1359207d203a,Unity,True,Cross-platform game engine and development platform,Unity Software Inc.,True,2005.0,2025.2 (LTS),"Subscription, Free",Free,"GameDevelopmentSoftware, GameEngine",Software,"Game Development, Animation, Rendering, Extended Reality, Lighting, Virtual Production, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
7776ef1b-3948-4d1c-84f7-0e053cd0165b,Unreal Engine,True,Game engine and real-time 3D creation platform,"Epic Games, Inc.",True,1998.0,5.6,"Free, Subscription","$1,001 – $5,000","GameEngine, GameDevelopmentSoftware",Software,"Animation, Extended Reality, Game Development, Layout, Lighting, Rendering, Sound Design, Virtual Production, Worldbuilding","Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
a04c6207-8128-40ca-9cc0-c35cb152e86b,VRay,True,Photorealistic rendering software for 3D applications,Chaos Software LTD EOOD,True,2002.0,7,Subscription,"$501 – $1,000",3DDesignSoftware,Software,Rendering,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
6ea2ed7a-bbf4-45a5-80c1-46069f7b5c1e,Windows,True,Operating system for personal computers and servers,Microsoft Corporation,True,1985.0,Windows 12,Permanent,$101 – $500,OperatingSystem,Software,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
9052e83d-cebd-4b50-85de-1cac1b8f2509,Workday,True,"Enterprise software for HR, payroll, and financial management.","Workday, Inc.",True,2005.0,SaaS Tool,Subscription,"$1,001 – $5,000",DataManagement,Cloud,Production Services,Scripted Content
4ba9bf49-16bc-44b5-bc1e-e541d7d04ee4,YouTube Studio,True,Creator dashboard for managing YouTube channels.,Google,True,2014.0,SaaS Tool,Free,Free,"ContentMarketingSoftware, VideoSoftware",Cloud,Production Services,"Scripted Content, Video Game, Promotional Content, Social, Unscripted, Location-Based Content"
7c34adce-41d4-418f-9c6c-13e474bbb391,Adobe InDesign,True,Adobe InDesign is a professional desktop publishing and page layout design software for print and digital media.,Adobe Inc.,True,1999.0,2025 (v21.x),Subscription,"$501 – $1,000",GraphicDesignSoftware,Software,Concept Development,Scripted Content
